filename,width,height,class,xmin,ymin,xmax,ymax
Numazu_20170906095801.jpg,600,600,Crack,69,371,600,576
Numazu_20170906144736.jpg,600,600,Crack,79,273,214,540
Adachi_20170906093840.jpg,600,600,Crack,1,346,203,598
Adachi_20170921160022.jpg,600,600,Crack,324,343,600,565
Adachi_20170921160022.jpg,600,600,Crack,1,293,116,499
Numazu_20170907150024.jpg,600,600,Crack,124,403,209,600
Sumida_20170907170239.jpg,600,600,Crack,141,424,600,546
Numazu_20170906142407.jpg,600,600,Crack,314,418,413,560
Numazu_20170906142407.jpg,600,600,Crack,386,337,600,498
Numazu_20170906142407.jpg,600,600,Crack,202,277,255,598
Muroran_20170907140205.jpg,600,600,Crack,237,367,338,581
Numazu_20170906134813.jpg,600,600,Crack,209,371,600,597
Numazu_20170906134813.jpg,600,600,Crack,1,311,188,496
Numazu_20170907141826.jpg,600,600,Crack,293,412,356,474
Numazu_20170907141826.jpg,600,600,Crack,242,413,285,600
Numazu_20170907141826.jpg,600,600,Crack,355,434,541,556
Numazu_20170907141826.jpg,600,600,Crack,53,454,209,596
Adachi_20170908101035.jpg,600,600,Crack,288,191,374,300
Adachi_20170908101035.jpg,600,600,Crack,105,318,600,598
Numazu_20170906135035.jpg,600,600,Crack,303,370,347,480
Numazu_20170906135035.jpg,600,600,Crack,1,424,352,482
Numazu_20170906135035.jpg,600,600,Crack,290,447,441,559
Muroran_20170906140243.jpg,600,600,Crack,467,453,509,481
Muroran_20170906140243.jpg,600,600,Crack,197,359,566,600
Adachi_20170908101427.jpg,600,600,Crack,271,299,547,332
Adachi_20170908101427.jpg,600,600,Crack,225,195,307,588
Numazu_20170906084601.jpg,600,600,Crack,169,317,270,472
Chiba_20170915133346.jpg,600,600,Crack,463,482,600,569
Chiba_20170915133346.jpg,600,600,Crack,216,472,349,589
Nagakute_20170911093614.jpg,600,600,Crack,206,351,332,588
Numazu_20170907141930.jpg,600,600,Crack,3,377,172,521
Numazu_20170907141930.jpg,600,600,Crack,262,371,427,596
Sumida_20170913165543.jpg,600,600,Crack,330,412,413,554
Sumida_20170913165543.jpg,600,600,Crack,473,443,600,526
Muroran_20170908141711.jpg,600,600,Crack,47,360,541,600
Sumida_20170915153057.jpg,600,600,Crack,277,404,354,548
Nagakute_20170913150148.jpg,600,600,Crack,75,406,161,596
Sumida_20170911144555.jpg,600,600,Crack,64,452,600,550
Numazu_20170906094426.jpg,600,600,Crack,450,424,564,484
Numazu_20170906094426.jpg,600,600,Crack,88,314,379,373
Sumida_20170911170752.jpg,600,600,Crack,395,413,536,581
Muroran_20170906150430.jpg,600,600,Crack,168,358,587,588
Muroran_20170921111350.jpg,600,600,Crack,182,320,309,543
Numazu_20170907142422.jpg,600,600,Crack,37,539,147,597
Numazu_20170907142422.jpg,600,600,Crack,149,484,375,594
Adachi_20170908100547.jpg,600,600,Crack,343,201,449,566
Sumida_20170914171353.jpg,600,600,Crack,160,398,575,545
Sumida_20170920151811.jpg,600,600,Crack,154,416,485,548
Adachi_20170907142902.jpg,600,600,Crack,424,211,584,414
Adachi_20170907142902.jpg,600,600,Crack,249,264,337,591
Nagakute_20170912162936.jpg,600,600,Crack,163,405,595,600
Muroran_20170907133604.jpg,600,600,Crack,226,322,505,597
Nagakute_20170908090209.jpg,600,600,Crack,71,343,175,600
Nagakute_20170908090209.jpg,600,600,Crack,155,391,600,598
Nagakute_20170908090209.jpg,600,600,Crack,96,322,193,600
Muroran_20170913134223.jpg,600,600,Crack,379,416,600,600
Muroran_20170913134223.jpg,600,600,Crack,1,346,268,600
Muroran_20170913134223.jpg,600,600,Crack,325,401,403,585
Muroran_20170911142842.jpg,600,600,Crack,313,354,404,578
Chiba_20170925144902.jpg,600,600,Crack,184,448,247,526
Chiba_20170925144902.jpg,600,600,Crack,20,416,202,568
Numazu_20170906100036.jpg,600,600,Crack,257,328,370,590
Numazu_20170906100036.jpg,600,600,Crack,16,283,191,597
Muroran_20170907110300.jpg,600,600,Crack,351,405,445,590
Muroran_20170907110300.jpg,600,600,Crack,343,355,436,459
Numazu_20170906143642.jpg,600,600,Crack,257,368,361,583
Nagakute_20170907160308.jpg,600,600,Crack,205,422,369,597
Muroran_20170908103911.jpg,600,600,Crack,267,324,490,595
Muroran_20170908113746.jpg,600,600,Crack,353,383,600,600
Muroran_20170908113746.jpg,600,600,Crack,5,384,185,592
Adachi_20170912150851.jpg,600,600,Crack,392,455,598,524
Adachi_20170912150851.jpg,600,600,Crack,104,381,359,599
Muroran_20170908111811.jpg,600,600,Crack,181,370,270,468
Muroran_20170908111811.jpg,600,600,Crack,374,378,521,561
Chiba_20170915132848.jpg,600,600,Crack,274,498,597,582
Nagakute_20170908103540.jpg,600,600,Crack,100,379,558,590
Nagakute_20170908103540.jpg,600,600,Crack,285,308,382,485
Nagakute_20170911090342.jpg,600,600,Crack,230,412,481,467
Nagakute_20170911090342.jpg,600,600,Crack,110,353,266,485
Muroran_20170907102258.jpg,600,600,Crack,6,359,457,596
Adachi_20170920150514.jpg,600,600,Crack,2,420,595,596
Nagakute_20170912160714.jpg,600,600,Crack,23,350,248,595
Nagakute_20170912160714.jpg,600,600,Crack,180,367,279,579
Chiba_20170913102739.jpg,600,600,Crack,149,470,382,599
Chiba_20170913102739.jpg,600,600,Crack,29,527,60,570
Chiba_20170913102739.jpg,600,600,Crack,11,462,82,592
Muroran_20170906115528.jpg,600,600,Crack,240,342,578,600
Adachi_20170906153802.jpg,600,600,Crack,236,302,362,333
Adachi_20170906153802.jpg,600,600,Crack,386,355,548,552
Adachi_20170908101018.jpg,600,600,Crack,214,256,317,328
Adachi_20170908101018.jpg,600,600,Crack,405,203,594,470
Numazu_20170906141803.jpg,600,600,Crack,402,401,580,587
Numazu_20170906141803.jpg,600,600,Crack,293,390,368,581
Numazu_20170906141803.jpg,600,600,Crack,257,302,301,594
Muroran_20170906150814.jpg,600,600,Crack,235,373,256,446
Muroran_20170906150814.jpg,600,600,Crack,33,343,599,594
Adachi_20170908101308.jpg,600,600,Crack,365,205,535,592
Muroran_20170907110311.jpg,600,600,Crack,245,313,351,400
Muroran_20170907110311.jpg,600,600,Crack,186,356,239,424
Muroran_20170907110311.jpg,600,600,Crack,11,419,183,595
Muroran_20170907110311.jpg,600,600,Crack,319,364,499,562
Muroran_20170906101724.jpg,600,600,Crack,73,373,252,599
Muroran_20170906101724.jpg,600,600,Crack,141,427,365,589
Muroran_20170906101724.jpg,600,600,Crack,435,361,568,381
Muroran_20170906101724.jpg,600,600,Crack,422,382,575,577
Muroran_20170906101724.jpg,600,600,Crack,497,452,598,544
Adachi_20170908100443.jpg,600,600,Crack,149,157,435,572
Muroran_20170925131954.jpg,600,600,Crack,29,365,600,600
Muroran_20170906150458.jpg,600,600,Crack,186,388,589,600
Adachi_20170912133801.jpg,600,600,Crack,248,358,413,375
Adachi_20170912133801.jpg,600,600,Crack,414,432,497,494
Adachi_20170912133801.jpg,600,600,Crack,421,376,590,554
Nagakute_20170912163144.jpg,600,600,Crack,4,309,258,594
Nagakute_20170912163144.jpg,600,600,Crack,177,333,288,486
Sumida_20170907155932.jpg,600,600,Crack,321,442,384,529
Adachi_20170921154946.jpg,600,600,Crack,344,322,469,481
Adachi_20170921154946.jpg,600,600,Crack,64,367,159,544
Muroran_20170911112600.jpg,600,600,Crack,344,330,432,409
Muroran_20170911112600.jpg,600,600,Crack,318,381,567,600
Muroran_20170911112600.jpg,600,600,Crack,183,317,271,489
Numazu_20170907150327.jpg,600,600,Crack,130,400,229,600
Chiba_20170913114013.jpg,600,600,Crack,3,516,271,597
Chiba_20170913114013.jpg,600,600,Crack,55,484,89,580
Adachi_20170914152345.jpg,600,600,Crack,265,137,363,283
Numazu_20170906143346.jpg,600,600,Crack,1,296,356,586
Numazu_20170906093110.jpg,600,600,Crack,1,268,152,378
Numazu_20170906093110.jpg,600,600,Crack,24,359,600,585
Numazu_20170906090332.jpg,600,600,Crack,1,305,406,600
Sumida_20170915160045.jpg,600,600,Crack,351,409,420,472
Muroran_20170905134152.jpg,600,600,Crack,368,533,441,597
Muroran_20170920100509.jpg,600,600,Crack,472,387,600,475
Numazu_20170906153118.jpg,600,600,Crack,381,389,497,470
Numazu_20170906153118.jpg,600,600,Crack,1,278,191,454
Numazu_20170906153118.jpg,600,600,Crack,331,352,478,557
Sumida_20170907152707.jpg,600,600,Crack,251,421,297,479
Adachi_20170906153148.jpg,600,600,Crack,374,332,575,590
Adachi_20170906153148.jpg,600,600,Crack,360,314,560,572
Adachi_20170906153148.jpg,600,600,Crack,228,276,291,490
Ichihara_20170929095925.jpg,600,600,Crack,537,485,598,555
Ichihara_20170929095925.jpg,600,600,Crack,222,450,382,594
Ichihara_20170929095925.jpg,600,600,Crack,440,408,543,483
Muroran_20170905144038.jpg,600,600,Crack,314,474,390,597
Adachi_20170921160404.jpg,600,600,Crack,174,264,469,306
Adachi_20170921160404.jpg,600,600,Crack,1,468,453,521
Adachi_20170921160404.jpg,600,600,Crack,338,357,469,484
Adachi_20170908141950.jpg,600,600,Crack,7,153,152,285
Adachi_20170908141950.jpg,600,600,Crack,38,161,224,521
Adachi_20170908141950.jpg,600,600,Crack,12,322,597,403
Muroran_20170906112026.jpg,600,600,Crack,155,372,237,530
Muroran_20170906112026.jpg,600,600,Crack,397,507,469,556
Muroran_20170906112026.jpg,600,600,Crack,234,394,311,437
Adachi_20170908103126.jpg,600,600,Crack,362,244,517,593
Adachi_20170908103126.jpg,600,600,Crack,230,289,384,557
Sumida_20170912154341.jpg,600,600,Crack,433,418,587,498
Sumida_20170912154341.jpg,600,600,Crack,286,417,343,540
Sumida_20170915090700.jpg,600,600,Crack,243,403,347,464
Muroran_20170921134651.jpg,600,600,Crack,449,457,551,599
Muroran_20170921134651.jpg,600,600,Crack,143,381,348,600
Sumida_20170921092608.jpg,600,600,Crack,319,454,361,514
Numazu_20170906133112.jpg,600,600,Crack,72,338,244,567
Muroran_20170906114410.jpg,600,600,Crack,329,347,589,590
Muroran_20170906114410.jpg,600,600,Crack,95,332,258,594
Numazu_20170907143304.jpg,600,600,Crack,146,424,589,600
Muroran_20170911101305.jpg,600,600,Crack,416,467,493,526
Muroran_20170911101305.jpg,600,600,Crack,97,332,600,594
Adachi_20170906102632.jpg,600,600,Crack,457,291,600,442
Sumida_20170920143705.jpg,600,600,Crack,396,387,475,427
Sumida_20170920143705.jpg,600,600,Crack,380,378,543,458
Ichihara_20170929095720.jpg,600,600,Crack,375,370,600,536
Ichihara_20170929095720.jpg,600,600,Crack,163,407,357,590
Numazu_20170906145218.jpg,600,600,Crack,137,269,202,572
Ichihara_20170929094206.jpg,600,600,Crack,403,364,520,587
Adachi_20170908135042.jpg,600,600,Crack,124,312,595,522
Adachi_20170914150019.jpg,600,600,Crack,6,315,596,598
Adachi_20170908100942.jpg,600,600,Crack,362,197,433,276
Muroran_20170915132344.jpg,600,600,Crack,489,436,600,595
Adachi_20170912144128.jpg,600,600,Crack,459,408,597,428
Adachi_20170912144128.jpg,600,600,Crack,29,351,257,570
Numazu_20170907141513.jpg,600,600,Crack,46,403,501,600
Numazu_20170907140532.jpg,600,600,Crack,248,366,406,588
Nagakute_20170908102445.jpg,600,600,Crack,108,350,537,600
Numazu_20170905163330.jpg,600,600,Crack,290,403,545,600
Numazu_20170905163330.jpg,600,600,Crack,204,444,272,577
Muroran_20170908151022.jpg,600,600,Crack,152,389,555,600
Adachi_20170906155204.jpg,600,600,Crack,208,273,269,348
Adachi_20170906155204.jpg,600,600,Crack,1,356,200,530
Adachi_20170906155204.jpg,600,600,Crack,377,313,590,554
Sumida_20170912154829.jpg,600,600,Crack,375,428,521,568
Muroran_20170906150621.jpg,600,600,Crack,292,370,564,600
Muroran_20170913132047.jpg,600,600,Crack,473,502,579,589
Muroran_20170913132047.jpg,600,600,Crack,393,371,600,600
Sumida_20170915154104.jpg,600,600,Crack,1,408,236,535
Sumida_20170915154104.jpg,600,600,Crack,119,420,253,559
Numazu_20170906130635.jpg,600,600,Crack,329,315,600,562
Numazu_20170906130635.jpg,600,600,Crack,126,361,209,463
Chiba_20170915132337.jpg,600,600,Crack,365,478,414,583
Numazu_20170906090347.jpg,600,600,Crack,377,444,507,595
Numazu_20170906090347.jpg,600,600,Crack,10,330,600,589
Nagakute_20170907154957.jpg,600,600,Crack,97,416,310,600
Numazu_20170906154557.jpg,600,600,Crack,294,343,428,589
Chiba_20170915134837.jpg,600,600,Crack,246,473,338,586
Chiba_20170915133057.jpg,600,600,Crack,468,486,600,568
Chiba_20170915133057.jpg,600,600,Crack,152,511,270,595
Numazu_20170906095139.jpg,600,600,Crack,1,292,151,408
Numazu_20170906095139.jpg,600,600,Crack,71,294,272,595
Adachi_20170912133736.jpg,600,600,Crack,371,350,584,588
Muroran_20170911112544.jpg,600,600,Crack,482,515,580,595
Muroran_20170911112544.jpg,600,600,Crack,368,359,502,514
Muroran_20170911112544.jpg,600,600,Crack,295,338,478,593
Muroran_20170911112544.jpg,600,600,Crack,64,300,233,596
Nagakute_20170912141043.jpg,600,600,Crack,48,345,224,527
Nagakute_20170912141043.jpg,600,600,Crack,356,331,600,587
Muroran_20170907135923.jpg,600,600,Crack,158,355,417,595
Numazu_20170907130839.jpg,600,600,Crack,121,380,348,597
Chiba_20170925172208.jpg,600,600,Crack,299,453,443,588
Adachi_20170914154956.jpg,600,600,Crack,218,76,264,339
Muroran_20170921102602.jpg,600,600,Crack,396,365,537,572
Adachi_20170911103946.jpg,600,600,Crack,387,336,464,428
Numazu_20170907141932.jpg,600,600,Crack,256,360,428,592
Nagakute_20170912163030.jpg,600,600,Crack,326,288,600,549
Sumida_20170920153831.jpg,600,600,Crack,238,407,470,437
Muroran_20170908135730.jpg,600,600,Crack,15,381,600,600
Chiba_20170925154512.jpg,600,600,Crack,325,485,508,598
Numazu_20170907133032.jpg,600,600,Crack,206,376,253,562
Sumida_20170907152730.jpg,600,600,Crack,124,399,196,526
Adachi_20170912133749.jpg,600,600,Crack,422,425,550,514
Adachi_20170912133749.jpg,600,600,Crack,392,380,583,600
Chiba_20170915141822.jpg,600,600,Crack,168,520,252,586
Chiba_20170915141822.jpg,600,600,Crack,151,479,306,596
Numazu_20170907141921.jpg,600,600,Crack,94,362,205,484
Numazu_20170907141921.jpg,600,600,Crack,304,387,401,484
Sumida_20170912152239.jpg,600,600,Crack,370,411,510,544
Adachi_20170921110551.jpg,600,600,Crack,105,288,159,594
Numazu_20170907144423.jpg,600,600,Crack,3,402,460,596
Sumida_20170920165526.jpg,600,600,Crack,276,395,301,512
Sumida_20170920165526.jpg,600,600,Crack,10,437,600,546
Muroran_20170906141243.jpg,600,600,Crack,196,389,580,593
Nagakute_20170908090228.jpg,600,600,Crack,164,437,228,482
Nagakute_20170908090228.jpg,600,600,Crack,83,382,324,594
Nagakute_20170908090228.jpg,600,600,Crack,262,297,425,575
Muroran_20170921113021.jpg,600,600,Crack,423,357,600,537
Muroran_20170921113021.jpg,600,600,Crack,318,324,357,548
Muroran_20170921113021.jpg,600,600,Crack,153,317,314,600
Chiba_20170915133600.jpg,600,600,Crack,430,461,598,559
Chiba_20170915133600.jpg,600,600,Crack,188,476,322,590
Nagakute_20170907155224.jpg,600,600,Crack,178,365,499,600
Sumida_20170913161233.jpg,600,600,Crack,102,469,206,568
Sumida_20170913161233.jpg,600,600,Crack,239,409,290,524
Adachi_20170908102758.jpg,600,600,Crack,94,373,195,578
Adachi_20170908102758.jpg,600,600,Crack,166,414,573,446
Adachi_20170908104447.jpg,600,600,Crack,209,499,596,547
Adachi_20170908104447.jpg,600,600,Crack,209,254,287,521
Sumida_20170913165546.jpg,600,600,Crack,435,485,529,568
Sumida_20170913165546.jpg,600,600,Crack,449,436,600,511
Sumida_20170913165546.jpg,600,600,Crack,338,434,401,556
Chiba_20170913101253.jpg,600,600,Crack,171,551,242,596
Chiba_20170925144611.jpg,600,600,Crack,302,400,505,574
Chiba_20170925144611.jpg,600,600,Crack,11,410,213,587
Nagakute_20170908090239.jpg,600,600,Crack,86,454,586,504
Nagakute_20170908090239.jpg,600,600,Crack,93,471,600,593
Nagakute_20170912150247.jpg,600,600,Crack,501,496,600,599
Nagakute_20170912150247.jpg,600,600,Crack,332,303,600,549
Muroran_20170913135841.jpg,600,600,Crack,384,384,535,495
Muroran_20170914092556.jpg,600,600,Crack,472,488,591,600
Muroran_20170914092556.jpg,600,600,Crack,317,308,500,531
Muroran_20170914092556.jpg,600,600,Crack,66,304,303,599
Muroran_20170913103825.jpg,600,600,Crack,184,484,253,594
Muroran_20170913103825.jpg,600,600,Crack,128,337,600,445
Numazu_20170906095150.jpg,600,600,Crack,13,356,600,596
Adachi_20170920150511.jpg,600,600,Crack,1,297,433,323
Adachi_20170920150511.jpg,600,600,Crack,1,350,600,595
Adachi_20170911101121.jpg,600,600,Crack,292,485,354,600
Adachi_20170911101121.jpg,600,600,Crack,123,472,255,495
Nagakute_20170911105903.jpg,600,600,Crack,433,399,600,547
Nagakute_20170911105903.jpg,600,600,Crack,267,381,346,489
Adachi_20170921111158.jpg,600,600,Crack,450,369,587,448
Adachi_20170921111158.jpg,600,600,Crack,55,420,307,597
Nagakute_20170907142525.jpg,600,600,Crack,449,438,600,531
Nagakute_20170907142525.jpg,600,600,Crack,40,376,375,599
Numazu_20170906141354.jpg,600,600,Crack,76,311,597,590
Numazu_20170906141354.jpg,600,600,Crack,139,286,264,545
Numazu_20170906141354.jpg,600,600,Crack,447,394,600,549
Numazu_20170906135518.jpg,600,600,Crack,237,503,342,583
Nagakute_20170913145749.jpg,600,600,Crack,358,341,600,590
Nagakute_20170913145749.jpg,600,600,Crack,215,404,331,539
Muroran_20170913103718.jpg,600,600,Crack,107,453,600,541
Muroran_20170913131939.jpg,600,600,Crack,370,341,600,539
Sumida_20170914160422.jpg,600,600,Crack,262,394,315,550
Numazu_20170906094601.jpg,600,600,Crack,297,270,600,533
Nagakute_20170908103543.jpg,600,600,Crack,279,311,494,596
Adachi_20170914152319.jpg,600,600,Crack,314,124,584,453
Numazu_20170906100207.jpg,600,600,Crack,268,302,400,522
Numazu_20170906152054.jpg,600,600,Crack,187,419,224,590
Chiba_20170925144619.jpg,600,600,Crack,310,405,462,559
Chiba_20170925144619.jpg,600,600,Crack,1,457,138,587
Chiba_20170925155349.jpg,600,600,Crack,261,483,384,588
Nagakute_20170907154103.jpg,600,600,Crack,1,341,175,460
Nagakute_20170907154103.jpg,600,600,Crack,243,353,418,600
Nagakute_20170907154103.jpg,600,600,Crack,222,395,296,571
Sumida_20170920153347.jpg,600,600,Crack,204,441,395,490
Sumida_20170920153347.jpg,600,600,Crack,110,489,443,508
Sumida_20170920153347.jpg,600,600,Crack,391,451,514,551
Muroran_20170911100943.jpg,600,600,Crack,177,344,593,599
Sumida_20170915161327.jpg,600,600,Crack,375,416,477,497
Nagakute_20170911090813.jpg,600,600,Crack,210,354,245,600
Sumida_20170915100551.jpg,600,600,Crack,379,421,589,574
Nagakute_20170912150104.jpg,600,600,Crack,51,371,600,600
Numazu_20170906133131.jpg,600,600,Crack,136,400,590,588
Numazu_20170906133131.jpg,600,600,Crack,169,373,429,397
Numazu_20170906133131.jpg,600,600,Crack,31,332,217,402
Numazu_20170906133131.jpg,600,600,Crack,118,458,193,591
Adachi_20170912143236.jpg,600,600,Crack,138,506,565,570
Sumida_20170915151509.jpg,600,600,Crack,370,407,593,576
Numazu_20170906092717.jpg,600,600,Crack,261,515,600,600
Adachi_20170912152249.jpg,600,600,Crack,481,472,594,594
Adachi_20170912152249.jpg,600,600,Crack,177,394,300,434
Adachi_20170912152249.jpg,600,600,Crack,357,292,440,587
Sumida_20170913160337.jpg,600,600,Crack,176,429,600,542
Sumida_20170913161241.jpg,600,600,Crack,267,419,309,552
Muroran_20170911111815.jpg,600,600,Crack,85,354,332,591
Numazu_20170906141017.jpg,600,600,Crack,144,354,290,580
Numazu_20170906084606.jpg,600,600,Crack,1,253,232,457
Numazu_20170906084606.jpg,600,600,Crack,325,273,600,538
Numazu_20170906084606.jpg,600,600,Crack,274,391,366,530
Sumida_20170915160541.jpg,600,600,Crack,348,406,472,520
Nagakute_20170908103616.jpg,600,600,Crack,118,369,537,600
Nagakute_20170911101431.jpg,600,600,Crack,271,340,525,600
Muroran_20170920142509.jpg,600,600,Crack,469,384,600,537
Adachi_20170906102849.jpg,600,600,Crack,452,256,509,435
Muroran_20170907132041.jpg,600,600,Crack,351,415,533,487
Muroran_20170907132041.jpg,600,600,Crack,277,421,364,600
Adachi_20170911102454.jpg,600,600,Crack,2,540,103,595
Adachi_20170911102454.jpg,600,600,Crack,156,364,266,442
Adachi_20170911102454.jpg,600,600,Crack,58,289,321,591
Muroran_20170906112408.jpg,600,600,Crack,396,318,568,499
Muroran_20170906112408.jpg,600,600,Crack,224,343,600,600
Nagakute_20170912132805.jpg,600,600,Crack,149,266,229,600
Nagakute_20170912132805.jpg,600,600,Crack,1,261,196,491
Nagakute_20170912132805.jpg,600,600,Crack,290,251,600,449
Nagakute_20170912132805.jpg,600,600,Crack,216,333,575,600
Adachi_20170908144319.jpg,600,600,Crack,248,378,349,532
Nagakute_20170911101500.jpg,600,600,Crack,209,286,270,468
Chiba_20170915131154.jpg,600,600,Crack,2,488,599,582
Numazu_20170906151242.jpg,600,600,Crack,173,270,246,591
Adachi_20170906152346.jpg,600,600,Crack,121,302,287,585
Muroran_20170908150521.jpg,600,600,Crack,49,376,365,600
Chiba_20170915131425.jpg,600,600,Crack,412,454,595,561
Chiba_20170915131425.jpg,600,600,Crack,181,507,276,585
Chiba_20170915131425.jpg,600,600,Crack,401,498,472,579
Adachi_20170908104235.jpg,600,600,Crack,283,236,457,294
Adachi_20170908104235.jpg,600,600,Crack,45,288,242,586
Muroran_20170913101326.jpg,600,600,Crack,225,352,369,600
Adachi_20170912150842.jpg,600,600,Crack,84,274,319,598
Muroran_20170911135834.jpg,600,600,Crack,319,300,555,419
Muroran_20170905152412.jpg,600,600,Crack,371,496,388,514
Muroran_20170905152412.jpg,600,600,Crack,416,563,457,598
Muroran_20170905152412.jpg,600,600,Crack,278,503,350,598
Numazu_20170907131433.jpg,600,600,Crack,137,378,261,472
